iter	Logloss
195	0.3413132435
196	0.3409377655
197	0.3406310107
198	0.3401689756
199	0.3398829802
200	0.3394687735
201	0.3389490151
202	0.3386211114
203	0.338252336
204	0.3379659169
205	0.337558029
206	0.3372593303
207	0.3368896538
208	0.336295277
209	0.3360508879
210	0.3354573084
211	0.3349467589
212	0.3346549726
213	0.33433916
214	0.3338286447
215	0.3334224561
216	0.3329147366
217	0.3325252659
218	0.3320918062
219	0.3316582785
220	0.3312206162
221	0.3307655487
222	0.3302955632
223	0.3298090455
224	0.3294540747
225	0.329097728
226	0.3286918045
227	0.3284334559
228	0.3278867821
229	0.3274754199
230	0.3271100708
231	0.3267497166
232	0.3263746492
233	0.3259004089
234	0.3256999388
235	0.3251592308
236	0.3249151144
237	0.324664263
238	0.3240973412
239	0.323869569
240	0.3235911675
241	0.3231450539
242	0.322684498
243	0.3224359005
244	0.321833522
245	0.3214933145
246	0.3212005378
247	0.3209532006
248	0.3206679264
249	0.3203710031
250	0.3201441817
251	0.3198441045
252	0.3196788055
253	0.3190545327
254	0.3187483197
255	0.3184202506
256	0.3178854679
257	0.3176433783
258	0.3172999726
259	0.3169870466
260	0.3166668337
261	0.3162530357
262	0.3158949422
263	0.3157485797
264	0.3154227875
265	0.3152425531
266	0.3150573481
267	0.3145728358
268	0.3143090749
269	0.313974774
270	0.3136739228
271	0.3134905889
272	0.3132208166
273	0.3128271586
274	0.3124145801
275	0.3121826559
276	0.3119531513
277	0.3116743059
278	0.3114361284
279	0.311107445
280	0.3108161622
281	0.3105554388
282	0.3103074369
283	0.3099686689
284	0.3097649973
285	0.3094790026
286	0.3092019222
287	0.308748643
288	0.3084551211
289	0.3081304731
290	0.3078073289
291	0.3075144298
292	0.3072097988
293	0.3068165226
294	0.3065399752
295	0.3062877363
296	0.306033322
297	0.3057669427
298	0.3052551195
299	0.3048375305
300	0.3044651423
301	0.3041627802
302	0.3038291194
303	0.3035190164
304	0.3030581682
305	0.3028037191
306	0.3026317725
307	0.302441951
308	0.3022144599
309	0.3019616215
310	0.3016139324
311	0.3014045935
312	0.3011260854
313	0.3009452751
314	0.3007181028
315	0.3004499932
316	0.3001805004
317	0.2999565754
318	0.2996508311
319	0.2990851287
320	0.2988384524
321	0.2984783875
322	0.298277839
323	0.2980402899
324	0.2977919429
325	0.2975337551
326	0.2972742289
327	0.2970190936
328	0.2968110017
329	0.2966308473
330	0.2963716606
331	0.296205329
332	0.2959498511
333	0.2956908078
334	0.295568008
335	0.295313911
336	0.295004125
337	0.2946565333
338	0.2944078037
339	0.2941941563
340	0.2937269779
341	0.2934935575
342	0.2933220448
343	0.2931379442
344	0.2929117048
345	0.2924543241
346	0.2922070499
347	0.2918971682
348	0.2917215146
349	0.2915467155
350	0.2911083281
351	0.2909165236
352	0.2906812458
353	0.2904095127
354	0.2901954555
355	0.2900264639
356	0.2897777474
357	0.2895798385
358	0.2892491921
359	0.2889706381
360	0.2887994533
361	0.2885980777
362	0.2883840268
363	0.2881909388
364	0.2878575221
365	0.287403381
366	0.287139207
367	0.2869930839
368	0.2867723962
369	0.2866576144
370	0.2863739037
371	0.2861042291
372	0.2859136186
373	0.2855808065
374	0.2853921525
375	0.2851859148
376	0.2849660651
377	0.2847560877
378	0.2846183754
379	0.2843005522
380	0.2841060961
381	0.2839252797
382	0.2836262227
383	0.2834367628
384	0.2832164325
385	0.2826968478
386	0.2825884514
387	0.2823755137
388	0.2822044714
389	0.2820283244
390	0.2818497805
391	0.2816693957
392	0.2815203157
393	0.2813835409
394	0.2811828652
395	0.2810463049
396	0.2807497886
397	0.2804232994
398	0.2802156339
399	0.279978709
400	0.2797838405
401	0.2796166266
402	0.2792845489
403	0.2791832936
404	0.2789948573
405	0.2787190998
406	0.2785138033
407	0.2783556518
408	0.2781171404
409	0.2779375602
410	0.277655721
411	0.2774810232
412	0.2772670848
413	0.2768522565
414	0.2766654055
415	0.2764994348
416	0.2762254655
417	0.2759292178
418	0.2758008196
419	0.275538725
420	0.27534567
421	0.2751878768
422	0.2749931381
423	0.2748752823
424	0.2747273214
425	0.2744697018
426	0.2741803086
427	0.2740117426
428	0.2738209394
429	0.2735913502
430	0.2732757219
431	0.2729682472
432	0.2727122371
433	0.2725494643
434	0.2722736812
435	0.2720713317
436	0.2719013393
437	0.2718767169
438	0.2717717675
439	0.2715828331
440	0.2713104445
441	0.2710804414
442	0.2708486929
443	0.2706847156
444	0.2705664298
445	0.2701802631
446	0.269849823
447	0.2696327126
448	0.2692485497
449	0.2690959786
450	0.2688974664
451	0.2687142794
452	0.2684588525
453	0.2682445343
454	0.2680199723
455	0.2678109856
456	0.267567646
457	0.2674619144
458	0.2673684241
459	0.2671827336
460	0.2669813164
461	0.2667407332
462	0.2663073257
463	0.2662094303
464	0.2659663037
465	0.2657229823
466	0.2656563493
467	0.2654557466
468	0.2653001031
469	0.2650305643
470	0.2647718627
471	0.2645608039
472	0.2642635674
473	0.2638215059
474	0.263583452
475	0.2634449373
476	0.2632293282
477	0.2629552063
478	0.2628136952
479	0.2625871353
480	0.262383531
481	0.2621945271
482	0.2619597285
483	0.2617715581
484	0.2615974217
485	0.2614818983
486	0.2613064512
487	0.2611160721
488	0.2609775423
489	0.2608216109
490	0.260541513
491	0.2603324
492	0.2601204952
493	0.259930976
494	0.2596360883
495	0.2594795687
496	0.2593410949
497	0.2591825007
498	0.2589662961
499	0.2588183679
500	0.2586292455
501	0.2584302652
502	0.2582106478
503	0.2580107849
504	0.2579508362
505	0.2576767544
506	0.257507362
507	0.2571694129
508	0.2568844078
509	0.2567188087
510	0.2564629572
511	0.2562717239
512	0.2560278016
513	0.2558823097
514	0.2557050527
515	0.2555289565
516	0.2553687355
517	0.2551284338
518	0.2549764038
519	0.25483579
520	0.2545545853
521	0.2544489341
522	0.2542370957
523	0.2541634323
524	0.2539986931
525	0.2538451308
526	0.2537500627
527	0.2534263264
528	0.2532612491
529	0.2529799774
530	0.2528196278
531	0.2526243023
532	0.2523680823
533	0.2522171287
534	0.2519852493
535	0.2518582545
536	0.2516376879
537	0.2514935813
538	0.2513213787
539	0.2512118315
540	0.2510231456
541	0.2507505892
542	0.2505976838
543	0.2504237239
544	0.2502434911
545	0.2500785063
546	0.2499775874
547	0.2497408922
548	0.2494935894
549	0.2493250632
550	0.2492348387
551	0.2489874743
552	0.248896831
553	0.2488162541
554	0.2487011684
555	0.2485579889
556	0.2484031649
557	0.2480953447
558	0.2479329444
559	0.247663285
560	0.2474852466
561	0.2473260762
562	0.2472365666
563	0.2470437506
564	0.2469047158
565	0.2467250952
566	0.2466316234
567	0.2465210112
568	0.2463139746
569	0.2461573676
570	0.2460153142
571	0.2458784617
572	0.2457565051
573	0.2456561479
574	0.2454735781
575	0.2453496326
576	0.245138129
577	0.244968431
578	0.2447655955
579	0.2446162843
580	0.244560561
581	0.2443392229
582	0.2442484717
583	0.2440245761
584	0.2437834755
585	0.2437339164
586	0.2435669825
587	0.243355132
588	0.2432200217
589	0.2428798959
590	0.2427358701
591	0.2425183253
592	0.2423543878
593	0.2422053107
594	0.2421164552
595	0.2419083648
596	0.2417939336
597	0.2416776854
598	0.2413612097
599	0.2411813587
600	0.2410849976
601	0.2409355524
602	0.2407907932
603	0.2406962988
604	0.2404536682
605	0.2403118135
606	0.2401725299
607	0.2399075615
608	0.2397465622
609	0.2395923754
610	0.2393190874
611	0.2391625668
612	0.2390543476
613	0.2388627345
614	0.2386805274
615	0.2385667736
616	0.2383531629
617	0.2381182028
618	0.237947338
619	0.2377853644
620	0.2374911224
621	0.2371920887
622	0.2370297563
623	0.2368218417
624	0.236700687
625	0.2365552811
626	0.2362876913
627	0.2358723789
628	0.2355603551
629	0.235358669
630	0.2352696704
631	0.2351397649
632	0.2349938218
633	0.2348601295
634	0.2346933299
635	0.2344581441
636	0.234287916
637	0.2341324466
638	0.2339813768
639	0.2338463076
640	0.233551842
641	0.2333699861
642	0.2331836061
643	0.2329237109
644	0.2326857451
645	0.2326096723
646	0.2323714185
647	0.232309039
648	0.232145095
649	0.2320302592
650	0.2319199023
651	0.2318034373
652	0.2316977215
653	0.2315106777
654	0.2314015057
655	0.2312079408
656	0.2310540294
657	0.2308374309
658	0.2306130207
659	0.2304029599
660	0.2302583861
661	0.2301163695
662	0.2298544571
663	0.2297269697
664	0.2295194723
665	0.2293060725
666	0.2290761246
667	0.228899253
668	0.2286775378
669	0.2285821224
670	0.2284186446
671	0.2281952287
672	0.2279899267
673	0.2278493646
674	0.2276587374
675	0.2275574975
676	0.2273685154
677	0.2272264802
678	0.2270501672
679	0.2269432873
680	0.2268383507
681	0.2266686492
682	0.2264257895
683	0.2263418759
684	0.2262085366
685	0.2259888245
686	0.2258352872
687	0.2256564355
688	0.2254807138
689	0.2253546605
690	0.2251756345
691	0.2250194543
692	0.2249194789
693	0.2246948436
694	0.2244900587
695	0.2242049397
696	0.2240713198
697	0.2239322314
698	0.2238400583
699	0.2236973878
700	0.2236237519
701	0.2235490588
702	0.2234427088
703	0.2232360459
704	0.2228953493
705	0.222803626
706	0.2225454221
707	0.2223191294
708	0.2222239368
709	0.2221561643
710	0.222117038
711	0.2219503514
712	0.2217875255
713	0.2215989985
714	0.2214940712
715	0.2213065897
716	0.2210067445
717	0.2208001815
718	0.2205293492
719	0.2203653321
720	0.2201806894
721	0.2200168668
722	0.2198690514
723	0.2196788905
724	0.2194648282
725	0.2192066332
726	0.2189396885
727	0.2187814775
728	0.218615289
729	0.2185162115
730	0.2184316522
731	0.2181927853
732	0.2180385032
733	0.2177728666
734	0.2175945008
735	0.2174209755
736	0.2171885935
737	0.216938541
738	0.2167675372
739	0.2166345965
740	0.216576731
741	0.2164521792
742	0.2163505068
743	0.2161630171
744	0.2160276729
745	0.215989621
746	0.2158830488
747	0.2156757813
748	0.2155331268
749	0.2154875277
750	0.2154127112
751	0.2152296846
752	0.2151497132
753	0.2150054454
754	0.2148845293
755	0.2147981137
756	0.2146779112
757	0.2145868286
758	0.2143996551
759	0.2142503022
760	0.2141626385
761	0.2140769734
762	0.2138767279
763	0.2137639079
764	0.2136212504
765	0.2134756776
766	0.2133031017
767	0.2132005514
768	0.2129761366
769	0.2127707495
770	0.2126390087
771	0.2125858727
772	0.2124043412
773	0.2122836212
774	0.212092065
775	0.2119099324
776	0.2117760897
777	0.2117577606
778	0.2116235507
779	0.2115544544
780	0.2112816262
781	0.2111165439
782	0.2109399538
783	0.2108697833
784	0.2108092868
785	0.2106523488
786	0.2105909667
787	0.2104696166
788	0.2101963591
789	0.2100900538
790	0.2100267804
791	0.2098424206
792	0.2096172745
793	0.2095129246
794	0.2094591427
795	0.2092633619
796	0.209153816
797	0.2089729728
798	0.2088799284
799	0.208688737
800	0.2085225468
801	0.2083341641
802	0.2081432397
803	0.2080484651
804	0.2078411873
805	0.2076611454
806	0.2075505639
807	0.2073857369
808	0.2073530059
809	0.207301225
810	0.2071530914
811	0.2068999657
812	0.2067245358
813	0.2065810269
814	0.2064029284
815	0.2061426374
816	0.2057979314
817	0.2056715272
818	0.2055057118
819	0.2054636347
820	0.2053753169
821	0.2053652618
822	0.205211481
823	0.2051031393
824	0.2049326674
825	0.2047696909
826	0.2046208691
827	0.2044932352
828	0.2042977691
829	0.2040996474
830	0.2038774758
831	0.2037674518
832	0.2036376914
833	0.203577793
834	0.2034064145
835	0.203153907
836	0.2031129451
837	0.2030715259
838	0.2030192113
839	0.2030114514
840	0.2028795127
841	0.2027187136
842	0.2025735901
843	0.2023470052
844	0.2021978273
845	0.2021452827
846	0.2019931929
847	0.2018664395
848	0.2016121046
849	0.2016023973
850	0.2014061998
851	0.2012909181
852	0.2012403584
853	0.2009671487
854	0.2008515457
855	0.2007060937
856	0.2005839514
857	0.2005602213
858	0.2003787772
859	0.2002945474
860	0.2002159339
861	0.2002081486
862	0.2000186229
863	0.1998228919
864	0.1997748513
865	0.1996184122
866	0.199500524
867	0.1994148654
868	0.1992646816
869	0.1991075006
870	0.1989419504
871	0.1988250362
872	0.198790804
873	0.198648023
874	0.1984511403
875	0.1982903982
876	0.1981570574
877	0.1980357127
878	0.1978668862
879	0.1978246476
880	0.1976640041
881	0.1975467607
882	0.1973561666
883	0.1973373905
884	0.1972149882
885	0.1970597891
886	0.1968815884
887	0.1967391168
888	0.1966571968
889	0.1965666096
890	0.1963750611
891	0.1962905032
892	0.1961955724
893	0.1960296147
894	0.195994929
895	0.1959865361
896	0.1959471335
897	0.1959387923
898	0.1958409428
899	0.1958289702
900	0.1956911154
901	0.1955912543
902	0.195387176
903	0.1952214474
904	0.1951603531
905	0.195038934
906	0.1949354701
907	0.1948929529
908	0.1947391228
909	0.194733163
910	0.194588452
911	0.194407079
912	0.1942534079
913	0.1941555999
914	0.1940351886
915	0.1939748053
916	0.1939521597
917	0.1938066991
918	0.1936185632
919	0.193436609
920	0.1932581898
921	0.1932333789
922	0.193152678
923	0.1930107692
924	0.1928763623
925	0.1927139804
926	0.1926583811
927	0.1924376955
928	0.1923055608
929	0.1921707912
930	0.1920377114
931	0.1918579153
932	0.1917493505
933	0.191734229
934	0.1914848797
935	0.1913808884
936	0.1912479565
937	0.1910932579
938	0.1908516614
939	0.1906624359
940	0.1905989688
941	0.1903670826
942	0.1902497279
943	0.1901523723
944	0.1900285635
945	0.189876535
946	0.1897429577
947	0.1895966947
948	0.1894582195
949	0.1892841446
950	0.1891446142
951	0.1889256389
952	0.1889201756
953	0.188905454
954	0.1887479425
955	0.1886177995
956	0.1885010868
957	0.1884861191
958	0.1883868551
959	0.188275687
960	0.1881160872
961	0.1879733339
962	0.1877586249
963	0.1875675939
964	0.1874157073
965	0.1872455501
966	0.1870452722
967	0.1869165655
968	0.1867704668
969	0.1866329157
970	0.1866114336
971	0.1865592148
972	0.186370424
973	0.1862705915
974	0.1861149761
975	0.1859983756
976	0.1858304989
977	0.1858221722
978	0.1858152135
979	0.1857136601
980	0.1855670044
981	0.1854489978
982	0.1854028974
983	0.1852281729
984	0.1852212838
985	0.1852074616
986	0.1850848717
987	0.1850659612
988	0.1850525401
989	0.1848674363
990	0.1847148082
991	0.1845650236
992	0.1845142065
993	0.1843371179
994	0.1843278183
995	0.1842252106
996	0.1840658449
997	0.1840209252
998	0.1838327247
999	0.1837170747
